CFOP;Descrição Resumida do CFOP;Aplicação
5902;5.902 - Retorno de mercadoria utilizada na industrialização por encomenda;Classificam-se neste código as remessas, pelo estabelecimento industrializador, dos insumos recebidos para industrialização e incorporados ao produto final, por encomenda de outra empresa ou de outro estabelecimento da mesma empresa. O valor dos insumos nesta operação deverá ser igual ao valor dos insumos recebidos para industrialização.
5903;5.903 - Retorno de mercadoria recebida p/ industrialização e não aplicada no referido processo;Classificam-se neste código as remessas em devolução de insumos recebidos para industrialização e não aplicados no referido processo.
5904;5.904 - Remessa p/ venda fora do estabelecimento;Classificam-se neste código as remessas de mercadorias para venda fora do estabelecimento, inclusive por meio de veículos.
5905;5.905 - Remessa p/ depósito fechado ou armazém geral;Classificam-se neste código as remessas de mercadorias para depósito em depósito fechado ou armazém geral.
5906;5.906 - Retorno de mercadoria depositada em depósito fechado ou armazém geral;Classificam-se neste código os retornos de mercadorias depositadas em depósito fechado ou armazém geral ao estabelecimento depositante.
5907;5.907 - Retorno simbólico de mercadoria depositada em depósito fechado ou armazém geral;Classificam-se neste código os retornos simbólicos de mercadorias recebidas para depósito em depósito fechado ou armazém geral, quando as mercadorias depositadas tenham sido objeto de saída a qualquer título e que não devam retornar ao estabelecimento depositante.
5908;"5.908 - Remessa de bem por conta de contrato de comodato ou locação";Classificam-se neste código as remessas de bens para o cumprimento de contrato de comodato ou locação.
5909;5.909 - Retorno de bem recebido por conta de contrato de comodato ou locação;Classificam-se neste código as remessas de bens em devolução após cumprido o contrato de comodato ou locação.
5910;5.910 - Remessa em bonificação, doação ou brinde;Classificam-se neste código as remessas de mercadorias a título de bonificação, doação ou brinde.
5911;5.911 - Remessa de amostra grátis;Classificam-se neste código as remessas de mercadorias a título de amostra grátis.
5912;5.912 - Remessa de mercadoria ou bem p/ demonstração;Classificam-se neste código as remessas de mercadorias ou bens para demonstração.
5913;5.913 - Retorno de mercadoria ou bem recebido p/ demonstração;Classificam-se neste código as remessas em devolução de mercadorias ou bens recebidos para demonstração.
5914;5.914 - Remessa de mercadoria ou bem p/ exposição ou feira;Classificam-se neste código as remessas de mercadorias ou bens para exposição ou feira.
5915;5.915 - Remessa de mercadoria ou bem p/ conserto ou reparo;Classificam-se neste código as remessas de mercadorias ou bens para conserto ou reparo.
5916;5.916 - Retorno de mercadoria ou bem recebido p/ conserto ou reparo;Classificam-se neste código as remessas em devolução de mercadorias ou bens recebidos para conserto ou reparo.
5917;5.917 - Remessa de mercadoria em consignação mercantil ou industrial;Classificam-se neste código as remessas de mercadorias a título de consignação mercantil ou industrial.
5918;5.918 - Devolução de mercadoria recebida em consignação mercantil ou industrial;Classificam-se neste código as devoluções de mercadorias recebidas anteriormente a título de consignação mercantil ou industrial.
5919;5.919 - Devolução simbólica de mercadoria vendida ou utilizada em processo industrial, recebida anteriormente em consignação mercantil ou industrial;Classificam-se neste código as devoluções simbólicas de mercadorias vendidas ou utilizadas em processo industrial, que tenham sido recebidas anteriormente a título de consignação mercantil ou industrial.
5920;5.920 - Remessa de vasilhame ou sacaria;Classificam-se neste código as remessas de vasilhame ou sacaria.
5921;5.921 - Devolução de vasilhame ou sacaria;Classificam-se neste código as saídas por devolução de vasilhame ou sacaria.
5922;5.922 - Lançamento efetuado a título de simples faturamento decorrente de venda p/ entrega futura;Classificam-se neste código os registros efetuados a título de simples faturamento decorrente de venda para entrega futura.
5923;5.923 - Remessa de mercadoria por conta e ordem de terceiros, em venda à ordem ou em operações com armazém geral ou depósito fechado.;"Classificam-se neste código as saídas correspondentes à entrega de mercadorias por conta e ordem de terceiros, em vendas à ordem, cuja venda ao adquirente originário foi classificada nos códigos “5.118 - Venda de produção do estabelecimento entregue ao destinatário por conta e ordem do adquirente originário, em venda à ordem” ou “5.119 - Venda de mercadoria adquirida ou recebida de terceiros entregue ao destinatário por conta e ordem do adquirente originário, em venda à ordem”.Também serão classificadas neste código as remessas, por conta e ordem de terceiros, de mercadorias depositadas ou para depósito em depósito fechado ou armazém geral. (NR AJUSTE SINIEF 14, DE 11 DE DEZEMBRO DE 2009)vejamais[p3] efeitos a partir de 1º de julho de 2010– DECRETO 37.993/2012."
5924;5.924 - Remessa p/ industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente;Classificam-se neste código as saídas de insumos com destino a estabelecimento industrializador, para serem industrializados por conta e ordem do adquirente, nas hipóteses em que os insumos não tenham transitado pelo estabelecimento do adquirente dos mesmos.
5925;5.925 - Retorno de mercadoria recebida p/ industrialização por conta e ordem do adquirente da mercadoria, quando aquela não transitar pelo estabelecimento do adquirente;Classificam-se neste código as remessas, pelo estabelecimento industrializador, dos insumos recebidos, por conta e ordem do adquirente, para industrialização e incorporados ao produto final, nas hipóteses em que os insumos não tenham transitado pelo estabelecimento do adquirente. O valor dos insumos nesta operação deverá ser igual ao valor dos insumos recebidos para industrialização.
5926;5.926 - Lançamento efetuado a título de reclassificação de mercadoria decorrente de formação de kit ou de sua desagregação;Classificam-se neste código os registros efetuados a título de reclassificação decorrente de formação de kit de mercadorias ou de sua desagregação.
5927;5.927 - Lançamento efetuado a título de baixa de estoque decorrente de perda, roubo ou deterioração;Classificam-se neste código os registros efetuados a título de baixa de estoque decorrente de perda, roubou ou deterioração das mercadorias.
5928;5.928 - Lançamento efetuado a título de baixa de estoque decorrente do encerramento da atividade da empresa;Classificam-se neste código os registros efetuados a título de baixa de estoque decorrente do encerramento das atividades da empresa.
5929;"5.929 -Lançamento efetuado em decorrência de emissão de documento fiscal relativo a operação ou prestação também acobertadapor documento fiscal do varejo";Classificam-se neste código os registros relativos aos documentos fiscais emitidos em operações ou prestações que também tenham sido acobertadas por documento fiscal do varejo.
5931;5.931 - Lançamento efetuado em decorrência da responsabilidade de retenção do imposto por substituição tributária, atribuída ao remetente ou alienante da mercadoria, pelo serviço de transporte realizado por transportador autônomo ou por transportador não inscrito na UF onde iniciado o serviço;Classificam-se neste código exclusivamente os lançamentos efetuados pelo remetente ou alienante da mercadoria quando lhe for atribuída a responsabilidade pelo recolhimento do imposto devido pelo serviço de transporte realizado por transportador autônomo ou por transportador não inscrito na unidade da Federação onde iniciado o serviço.
5932;5.932 - Prestação de serviço de transporte iniciada em UF diversa daquela onde inscrito o prestador;Classificam-se neste código as prestações de serviço de transporte que tenham sido iniciadas em unidade da Federação diversa daquela onde o prestador está inscrito como contribuinte.
5933;5.933 - Prestação de serviço tributado pelo Imposto Sobre Serviços de Qualquer Natureza;Prestação de serviço, cujo imposto é de competência municipal, desde que informado em Nota Fiscal modelo 1 ou 1-A. (NR Ajuste SINIEF 06/2005)a partir de 01/01/2006
5934;5.934 - Remessa simbólica de mercadoria depositada em armazém geral ou depósito fechado.;Classificam-se neste código as remessas simbólicas de mercadorias depositadas em depósito fechado ou armazém geral, efetuadas nas situações em que haja a transmissão de propriedade com a permanência das mercadorias em depósito ou quando a mercadoria tenha sido entregue pelo remetente diretamente a depósito fechado ou armazém geral. (AJUSTE SINIEF 14, DE 11 DE DEZEMBRO DE 2009) – DECRETO 36.465/2011.
5949;5.949 - Outra saída de mercadoria ou prestação de serviço não especificado;Classificam-se neste código as outras saídas de mercadorias ou prestações de serviços que não tenham sido especificados nos códigos anteriores.
6101;6.101 - Venda de produção do estabelecimento;"Venda de produto industrializado ou produzido pelo estabelecimento, bem como a de mercadoria por estabelecimento industrial ou produtor rural de cooperativa destinada a seus cooperados ou a estabelecimento de outra cooperativa.(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)"
